comment_id,date,video_title,country_inferred,group,phase,language,text,english_translation,vader_compound,sentiment_3class,likes
yt_000368,2026-02-17,بحران تنگه هرمز — توضیح کامل,South Korea,Oil-Dependent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,12
yt_000369,2026-02-17,Iran War Update: Day 1,South Korea,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,12
yt_000370,2026-02-17,افزایش قیمت نفت — تاثیر بر زندگی مردم,South Korea,Oil-Dependent,BASELINE,en,Our country's strategic reserves are holding up well despite the crisis.,,0.6591,positive,48
yt_000371,2026-02-17,بحران تنگه هرمز — توضیح کامل,South Korea,Oil-Dependent,BASELINE,en,Our country's strategic reserves are holding up well despite the crisis.,,0.6591,positive,18
yt_000372,2026-02-17,Strait of Hormuz Crisis Explained,South Korea,Oil-Dependent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,2
yt_000373,2026-02-17,Will Gas Prices Ever Come Down?,South Korea,Oil-Dependent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,0
yt_000374,2026-02-17,افزایش قیمت نفت — تاثیر بر زندگی مردم,South Korea,Oil-Dependent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,25
yt_000375,2026-02-17,Energy Crisis 2026: The Full Story,Iran,Conflict-Zone,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,3
yt_000376,2026-02-17,Energy Crisis 2026: The Full Story,Iran,Conflict-Zone,BASELINE,fa,روز عادی، قیمت‌های عادی. امیدوارم همینطوری بمونه.,"Normal day, normal prices. Hope it stays this way.",0.4404,positive,45
yt_000377,2026-02-17,Iran War Update: Day 1,Iran,Conflict-Zone,BASELINE,fa,بحث سیاست انرژی — آیا باید بیشتر متنوع کنیم؟,Energy policy discussion — should we diversify more?,0.2732,positive,5
yt_000378,2026-02-17,Energy Crisis 2026: The Full Story,Iran,Conflict-Zone,BASELINE,fa,دارم درباره مذاکرات هسته‌ای ایران می‌خونم.,Reading about Iran nuclear negotiations.,0.0,neutral,80
yt_000379,2026-02-17,بحران انرژی ۲۰۲۶ — آخرین اخبار,Iran,Conflict-Zone,BASELINE,fa,ماشین رو پر کردم. قیمت‌ها فعلاً عادیه.,Filled up the car. Prices are normal for now.,0.0,neutral,2
yt_000380,2026-02-17,Strait of Hormuz Crisis Explained,Iran,Conflict-Zone,BASELINE,fa,ماشین رو پر کردم. قیمت‌ها فعلاً عادیه.,Filled up the car. Prices are normal for now.,0.0,neutral,9
yt_000381,2026-02-17,Energy Crisis 2026: The Full Story,Iran,Conflict-Zone,BASELINE,fa,بحث سیاست انرژی — آیا باید بیشتر متنوع کنیم؟,Energy policy discussion — should we diversify more?,0.2732,positive,5
yt_000382,2026-02-17,Strait of Hormuz Crisis Explained,Iran,Conflict-Zone,BASELINE,fa,مقاله جالبی درباره زنجیره تامین انرژی جهانی.,Interesting article about global energy supply chain.,0.5859,positive,1
yt_000383,2026-02-17,Oil Prices SURGE - What It Means For You,Iran,Conflict-Zone,BASELINE,fa,بازار نفت امروز باثبات به نظر میاد.,Oil market looks stable today.,0.296,positive,6
yt_000384,2026-02-17,Will Gas Prices Ever Come Down?,Iran,Conflict-Zone,BASELINE,fa,نظرتون درباره تنش‌های منطقه خلیج فارس چیه؟,What's your opinion on tensions in the Persian Gulf region?,-0.4019,negative,18
yt_000385,2026-02-17,بحران انرژی ۲۰۲۶ — آخرین اخبار,Iran,Conflict-Zone,BASELINE,fa,وضعیت خاورمیانه قابل پیگیریه ولی هنوز جدی نشده.,The Middle East situation is worth following but hasn't gotten serious yet.,0.1982,positive,117
yt_000386,2026-02-17,Energy Crisis 2026: The Full Story,Iran,Conflict-Zone,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,7
yt_000387,2026-02-17,Iran War Update: Day 1,Iran,Conflict-Zone,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,8
yt_000388,2026-02-17,Strait of Hormuz Crisis Explained,Iran,Conflict-Zone,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,5
yt_000389,2026-02-17,Will Gas Prices Ever Come Down?,Iran,Conflict-Zone,BASELINE,fa,وضعیت خاورمیانه قابل پیگیریه ولی هنوز جدی نشده.,The Middle East situation is worth following but hasn't gotten serious yet.,0.1982,positive,31
yt_000390,2026-02-17,Will Gas Prices Ever Come Down?,Iran,Conflict-Zone,BASELINE,fa,نظرتون درباره تنش‌های منطقه خلیج فارس چیه؟,What's your opinion on tensions in the Persian Gulf region?,-0.4019,negative,1
yt_000391,2026-02-17,بحران تنگه هرمز — توضیح کامل,Iran,Conflict-Zone,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,3
yt_000392,2026-02-17,How the Hormuz Blockade Affects Iran,Iran,Conflict-Zone,BASELINE,fa,روز عادی، قیمت‌های عادی. امیدوارم همینطوری بمونه.,"Normal day, normal prices. Hope it stays this way.",0.4404,positive,1
yt_000393,2026-02-17,Iran War Update: Day 1,Iran,Conflict-Zone,BASELINE,fa,ماشین رو پر کردم. قیمت‌ها فعلاً عادیه.,Filled up the car. Prices are normal for now.,0.0,neutral,274
yt_000394,2026-02-17,Energy Crisis 2026: The Full Story,Afghanistan,Oil-Dependent,BASELINE,fa,بحث سیاست انرژی — آیا باید بیشتر متنوع کنیم؟,Energy policy discussion — should we diversify more?,0.2732,positive,2
yt_000395,2026-02-17,بحران تنگه هرمز — توضیح کامل,Afghanistan,Oil-Dependent,BASELINE,fa,وضعیت خاورمیانه قابل پیگیریه ولی هنوز جدی نشده.,The Middle East situation is worth following but hasn't gotten serious yet.,0.1982,positive,1
yt_000396,2026-02-17,Iran War Update: Day 1,Afghanistan,Oil-Dependent,BASELINE,fa,برنامه آخر هفته تحت تاثیر هیچ درام ژئوپلیتیکی نیست.,Weekend plans not affected by any geopolitical drama.,0.1139,positive,11
yt_000397,2026-02-17,How the Hormuz Blockade Affects Afghanistan,Afghanistan,Oil-Dependent,BASELINE,fa,ماشین رو پر کردم. قیمت‌ها فعلاً عادیه.,Filled up the car. Prices are normal for now.,0.0,neutral,4
yt_000398,2026-02-18,Iran War Update: Day 1,Japan,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,0
yt_000399,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,3
yt_000400,2026-02-18,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,9
yt_000401,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,30
yt_000402,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,0
yt_000403,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,5
yt_000404,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,0
yt_000405,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,3
yt_000406,2026-02-18,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,11
yt_000407,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,44
yt_000408,2026-02-18,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,4
yt_000409,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,0
yt_000410,2026-02-18,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,0
yt_000411,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,4
yt_000412,2026-02-18,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,41
yt_000413,2026-02-18,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,0
yt_000414,2026-02-18,Energy Crisis 2026: The Full Story,India,Oil-Dependent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,0
yt_000415,2026-02-18,Oil Prices SURGE - What It Means For You,India,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,1
yt_000416,2026-02-18,Energy Crisis 2026: The Full Story,India,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,3
yt_000417,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,7
yt_000418,2026-02-18,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,4
yt_000419,2026-02-18,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,8
yt_000420,2026-02-18,Strait of Hormuz Crisis Explained,India,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,23
yt_000421,2026-02-18,Iran War Update: Day 1,India,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,0
yt_000422,2026-02-18,How the Hormuz Blockade Affects India,India,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,0
yt_000423,2026-02-18,Will Gas Prices Ever Come Down?,India,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,0
yt_000424,2026-02-18,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,0
yt_000425,2026-02-18,Strait of Hormuz Crisis Explained,India,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,6
yt_000426,2026-02-18,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,2
yt_000427,2026-02-18,Iran War Update: Day 1,India,Oil-Dependent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,1
yt_000428,2026-02-18,Strait of Hormuz Crisis Explained,Philippines,Oil-Dependent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,0
yt_000429,2026-02-18,How the Hormuz Blockade Affects Philippines,Philippines,Oil-Dependent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,16
yt_000430,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Philippines,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,15
yt_000431,2026-02-18,Iran War Update: Day 1,Philippines,Oil-Dependent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,10
yt_000432,2026-02-18,Iran War Update: Day 1,Philippines,Oil-Dependent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,0
yt_000433,2026-02-18,Energy Crisis 2026: The Full Story,Philippines,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,4
yt_000434,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Philippines,Oil-Dependent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,1
yt_000435,2026-02-18,Iran War Update: Day 1,USA,Oil-Independent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,12
yt_000436,2026-02-18,Energy Crisis 2026: The Full Story,USA,Oil-Independent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,25
yt_000437,2026-02-18,بحران تنگه هرمز — توضیح کامل,USA,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,7
yt_000438,2026-02-18,Energy Crisis 2026: The Full Story,USA,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,0
yt_000439,2026-02-18,Will Gas Prices Ever Come Down?,USA,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,3
yt_000440,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,USA,Oil-Independent,BASELINE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,1
yt_000441,2026-02-18,Strait of Hormuz Crisis Explained,USA,Oil-Independent,BASELINE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,6
yt_000442,2026-02-18,Strait of Hormuz Crisis Explained,USA,Oil-Independent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,1
yt_000443,2026-02-18,Strait of Hormuz Crisis Explained,USA,Oil-Independent,BASELINE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,1
yt_000444,2026-02-18,Energy Crisis 2026: The Full Story,USA,Oil-Independent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,0
yt_000445,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,10
yt_000446,2026-02-18,Strait of Hormuz Crisis Explained,USA,Oil-Independent,BASELINE,en,Finally some good news - alternative supply routes being established.,,0.4404,positive,0
yt_000447,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,USA,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,9
yt_000448,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,0
yt_000449,2026-02-18,Will Gas Prices Ever Come Down?,USA,Oil-Independent,BASELINE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,3
yt_000450,2026-02-18,Energy Crisis 2026: The Full Story,USA,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,22
yt_000451,2026-02-18,Oil Prices SURGE - What It Means For You,USA,Oil-Independent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,0
yt_000452,2026-02-18,Oil Prices SURGE - What It Means For You,USA,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,9
yt_000453,2026-02-18,Oil Prices SURGE - What It Means For You,USA,Oil-Independent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,25
yt_000454,2026-02-18,Will Gas Prices Ever Come Down?,USA,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,0
yt_000455,2026-02-18,Oil Prices SURGE - What It Means For You,USA,Oil-Independent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,14
yt_000456,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,3
yt_000457,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,49
yt_000458,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,USA,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,5
yt_000459,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,2
yt_000460,2026-02-18,How the Hormuz Blockade Affects USA,USA,Oil-Independent,BASELINE,en,Oil prices up again. Markets adjusting to the new reality.,,0.0,neutral,4
yt_000461,2026-02-18,Iran War Update: Day 1,USA,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,2
yt_000462,2026-02-18,Iran War Update: Day 1,USA,Oil-Independent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,2
yt_000463,2026-02-18,Oil Prices SURGE - What It Means For You,USA,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,5
yt_000464,2026-02-18,Will Gas Prices Ever Come Down?,USA,Oil-Independent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,11
yt_000465,2026-02-18,Iran War Update: Day 1,USA,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,11
yt_000466,2026-02-18,Iran War Update: Day 1,USA,Oil-Independent,BASELINE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,19
yt_000467,2026-02-18,Strait of Hormuz Crisis Explained,UK,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,2
yt_000468,2026-02-18,بحران تنگه هرمز — توضیح کامل,UK,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,1
yt_000469,2026-02-18,Strait of Hormuz Crisis Explained,UK,Oil-Independent,BASELINE,en,Our country's strategic reserves are holding up well despite the crisis.,,0.6591,positive,0
yt_000470,2026-02-18,Oil Prices SURGE - What It Means For You,UK,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,0
yt_000471,2026-02-18,Will Gas Prices Ever Come Down?,UK,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,1
yt_000472,2026-02-18,Strait of Hormuz Crisis Explained,UK,Oil-Independent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,1
yt_000473,2026-02-18,Will Gas Prices Ever Come Down?,UK,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,6
yt_000474,2026-02-18,Will Gas Prices Ever Come Down?,UK,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,5
yt_000475,2026-02-18,Oil Prices SURGE - What It Means For You,UK,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,18
yt_000476,2026-02-18,Oil Prices SURGE - What It Means For You,UK,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,3
yt_000477,2026-02-18,بحران تنگه هرمز — توضیح کامل,UK,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,4
yt_000478,2026-02-18,Will Gas Prices Ever Come Down?,UK,Oil-Independent,BASELINE,en,Renewable energy looking more important than ever. Silver lining to this crisis.,,-0.3983,negative,0
yt_000479,2026-02-18,Energy Crisis 2026: The Full Story,UK,Oil-Independent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,12
yt_000480,2026-02-18,بحران تنگه هرمز — توضیح کامل,UK,Oil-Independent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,11
yt_000481,2026-02-18,Strait of Hormuz Crisis Explained,UK,Oil-Independent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,1
yt_000482,2026-02-18,Will Gas Prices Ever Come Down?,UK,Oil-Independent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,0
yt_000483,2026-02-18,How the Hormuz Blockade Affects UK,UK,Oil-Independent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,1
yt_000484,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,UK,Oil-Independent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,0
yt_000485,2026-02-18,بحران تنگه هرمز — توضیح کامل,Canada,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,0
yt_000486,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Canada,Oil-Independent,BASELINE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,56
yt_000487,2026-02-18,Will Gas Prices Ever Come Down?,Canada,Oil-Independent,BASELINE,en,Our country's strategic reserves are holding up well despite the crisis.,,0.6591,positive,46
yt_000488,2026-02-18,بحران تنگه هرمز — توضیح کامل,Canada,Oil-Independent,BASELINE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,15
yt_000489,2026-02-18,Iran War Update: Day 1,Canada,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,7
yt_000490,2026-02-18,Energy Crisis 2026: The Full Story,Canada,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,4
yt_000491,2026-02-18,Oil Prices SURGE - What It Means For You,Canada,Oil-Independent,BASELINE,en,Renewable energy looking more important than ever. Silver lining to this crisis.,,-0.3983,negative,46
yt_000492,2026-02-18,Strait of Hormuz Crisis Explained,Canada,Oil-Independent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,9
yt_000493,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Canada,Oil-Independent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,2
yt_000494,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Canada,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,16
yt_000495,2026-02-18,Will Gas Prices Ever Come Down?,Canada,Oil-Independent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,5
yt_000496,2026-02-18,Strait of Hormuz Crisis Explained,Canada,Oil-Independent,BASELINE,en,Interesting article about global energy supply chains.,,0.5859,positive,0
yt_000497,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Canada,Oil-Independent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,3
yt_000498,2026-02-18,Oil Prices SURGE - What It Means For You,Canada,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,100
yt_000499,2026-02-18,Will Gas Prices Ever Come Down?,Canada,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,1
yt_000500,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Canada,Oil-Independent,BASELINE,en,Renewable energy looking more important than ever. Silver lining to this crisis.,,-0.3983,negative,46
yt_000501,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Canada,Oil-Independent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,2
yt_000502,2026-02-18,Energy Crisis 2026: The Full Story,Canada,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,1
yt_000503,2026-02-18,Iran War Update: Day 1,Canada,Oil-Independent,BASELINE,en,Just filled up the car. Prices normal for now.,,0.0,neutral,1
yt_000504,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Australia,Oil-Independent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,41
yt_000505,2026-02-18,Will Gas Prices Ever Come Down?,Australia,Oil-Independent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,3
yt_000506,2026-02-18,Iran War Update: Day 1,Australia,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,15
yt_000507,2026-02-18,Strait of Hormuz Crisis Explained,Australia,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,10
yt_000508,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Australia,Oil-Independent,BASELINE,en,The Middle East situation bears watching but nothing dramatic yet.,,0.0,neutral,6
yt_000509,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Australia,Oil-Independent,BASELINE,en,Finally some good news - alternative supply routes being established.,,0.4404,positive,10
yt_000510,2026-02-18,بحران تنگه هرمز — توضیح کامل,Australia,Oil-Independent,BASELINE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,0
yt_000511,2026-02-18,Energy Crisis 2026: The Full Story,Australia,Oil-Independent,BASELINE,en,Reading about Iran nuclear talks. Fingers crossed.,,0.0,neutral,0
yt_000512,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,Australia,Oil-Independent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,22
yt_000513,2026-02-18,Iran War Update: Day 1,Australia,Oil-Independent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,0
yt_000514,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Australia,Oil-Independent,BASELINE,en,"Normal day, normal prices. Hope it stays that way.",,0.4404,positive,1
yt_000515,2026-02-18,Iran War Update: Day 1,Australia,Oil-Independent,BASELINE,en,How dependent is our country on Hormuz oil imports?,,0.0,neutral,0
yt_000516,2026-02-18,بحران تنگه هرمز — توضیح کامل,Australia,Oil-Independent,BASELINE,en,Renewable energy looking more important than ever. Silver lining to this crisis.,,-0.3983,negative,3
yt_000517,2026-02-18,How the Hormuz Blockade Affects Australia,Australia,Oil-Independent,BASELINE,en,Oil prices up again. Markets adjusting to the new reality.,,0.0,neutral,2
yt_000518,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,South Korea,Oil-Dependent,BASELINE,en,Oil markets seem stable today despite the noise.,,0.296,positive,62
yt_000519,2026-02-18,افزایش قیمت نفت — تاثیر بر زندگی مردم,South Korea,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,0
yt_000520,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,South Korea,Oil-Dependent,BASELINE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,1
yt_000521,2026-02-18,Energy Crisis 2026: The Full Story,South Korea,Oil-Dependent,BASELINE,en,What do you think about the tensions in the Gulf region?,,-0.4019,negative,1
yt_000522,2026-02-18,Will Gas Prices Ever Come Down?,South Korea,Oil-Dependent,BASELINE,en,Weekend plans unaffected by any geopolitical drama so far.,,0.0,neutral,5
yt_000523,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,South Korea,Oil-Dependent,BASELINE,en,Energy policy discussion - should we diversify more?,,0.2732,positive,1
yt_000524,2026-02-18,بحران انرژی ۲۰۲۶ — آخرین اخبار,Iran,Conflict-Zone,BASELINE,fa,وضعیت خاورمیانه قابل پیگیریه ولی هنوز جدی نشده.,The Middle East situation is worth following but hasn't gotten serious yet.,0.1982,positive,2
